9	26	29	21	14	11	9	23	23	15	28	4	29	23	22	4	26	12	25	13	26	19	26	13	2	6	21	13	11	17	4	3	10	22	11	11	29	9	3	18
1	2	7	6	27	24	11	29	22	22	0	11	25	23	17	4	17	27	18	16	27	4	17	27	20	13	0	2	27	13	26	18	7	22	10	14	14	15	14	6
26	24	6	8	3	12	9	0	12	22	4	5	23	18	29	29	23	2	25	17	3	3	27	21	27	21	6	17	3	9	16	27	18	9	19	9	0	4	12	26
3	20	6	26	14	1	11	18	24	2	28	4	25	9	1	22	17	27	27	13	12	16	2	10	20	8	11	9	3	6	9	25	25	26	10	22	15	0	10	19
13	6	22	8	15	9	20	14	6	21	8	13	8	23	24	4	2	2	13	19	4	16	29	10	2	22	11	26	16	20	14	28	4	27	14	29	5	9	14	26
1	10	8	17	27	1	6	20	29	28	4	20	9	23	0	22	2	29	15	20	12	19	21	29	4	23	14	1	17	19	4	20	2	29	10	13	0	9	4	22
27	24	17	6	17	12	28	20	25	11	0	28	28	5	19	14	16	7	12	18	26	26	26	24	4	8	17	3	10	6	28	23	21	19	14	6	5	13	2	10
5	5	6	26	14	13	7	6	17	19	4	16	8	16	28	25	5	17	23	27	9	4	2	23	12	6	18	26	10	18	16	28	19	2	22	8	0	15	16	9
19	13	3	14	3	1	25	14	22	2	28	16	28	28	12	0	2	22	17	28	22	22	17	17	16	21	18	13	10	13	28	16	4	22	8	6	2	22	10	5
9	11	19	22	3	13	7	20	28	11	24	29	17	23	22	6	20	17	1	16	23	16	29	22	16	9	7	4	16	3	16	4	10	1	16	9	3	0	27	7
1	13	5	11	29	10	7	4	25	25	29	4	9	18	28	14	16	26	13	10	18	3	1	11	8	3	27	26	25	26	4	16	17	19	25	22	15	22	14	9
19	11	19	1	16	1	29	5	25	10	23	20	8	23	14	11	15	11	19	27	26	3	1	2	20	6	0	2	10	2	16	4	17	27	11	11	28	3	14	5
12	10	7	21	26	18	24	29	28	25	21	8	11	4	1	29	2	4	17	17	9	10	2	8	20	4	0	26	1	17	4	18	21	10	27	22	22	11	19	21
13	25	16	24	26	10	25	6	6	1	21	8	8	10	22	22	17	17	26	18	18	9	0	8	19	21	13	13	28	22	13	27	2	22	4	28	14	16	2	7
26	11	29	17	26	8	25	20	24	6	24	19	25	24	1	3	24	14	13	7	18	1	26	5	15	6	6	20	27	18	17	16	10	2	28	29	5	22	10	22
3	16	19	17	25	24	9	6	22	27	24	13	20	10	17	29	27	7	0	13	12	1	29	29	2	12	18	12	10	28	28	25	12	9	4	8	2	28	19	21
26	26	21	6	14	16	11	24	23	2	0	11	23	24	28	0	27	2	13	10	23	22	2	8	29	12	27	3	17	28	7	4	4	29	16	28	22	13	4	18
10	29	8	14	19	24	22	18	22	18	23	28	28	20	2	10	16	12	26	22	14	4	21	8	27	12	13	4	11	2	28	9	2	26	27	16	2	11	4	26
26	22	23	25	19	10	24	14	22	10	0	3	8	10	22	3	15	4	0	17	9	4	26	13	15	23	7	8	25	2	7	14	5	9	10	9	15	17	2	13
5	13	27	21	24	16	3	0	28	11	23	20	21	28	24	10	27	17	26	20	27	15	17	11	15	10	13	8	28	6	16	3	18	26	25	8	12	28	15	22
19	29	16	1	24	18	20	20	24	11	3	4	29	20	1	25	27	23	18	28	3	1	0	14	29	23	17	12	1	20	16	25	25	19	11	13	0	16	19	5
3	0	22	8	14	5	28	5	29	19	24	26	29	23	1	4	15	21	26	28	9	0	17	27	5	9	10	17	26	11	13	14	21	27	12	20	2	3	4	10
9	11	21	17	19	5	17	5	17	1	20	8	24	23	19	25	6	21	27	28	4	3	1	27	27	15	2	12	25	6	26	3	4	29	28	29	2	9	16	21
3	2	29	1	27	11	7	18	6	28	29	3	23	9	0	10	15	9	25	20	27	0	2	10	15	22	17	9	1	3	26	3	17	2	14	11	19	13	19	13
26	6	26	25	26	13	11	6	25	14	23	13	10	4	7	6	20	22	12	13	27	3	21	8	0	26	6	13	1	13	0	14	2	19	4	13	19	15	15	19
4	24	5	21	3	17	10	18	17	11	23	3	24	4	28	29	23	23	27	7	24	22	1	29	27	21	29	18	24	22	14	20	10	22	12	23	26	15	19	6
12	2	27	24	16	17	29	6	16	11	28	29	10	20	28	7	6	11	25	13	16	0	28	2	8	15	6	9	11	19	12	9	4	25	10	28	5	17	2	6
4	10	26	8	14	12	11	29	2	21	8	8	21	4	4	3	16	17	18	27	16	28	11	10	2	3	14	12	17	2	12	4	5	25	12	6	19	21	3	19
